Date : 2026-06-12 13:49:12
Directory : c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\great_expectations
Total : 4815 files,  -652342 codes, -28019 comments, -63543 blanks, all -743904 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v13_0\update_actual_start_and_end_date_in_wo.py                                                                                                     | Python             |        -25 |         -8 |        -10 |        -43 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v13_0\update_amt_in_work_order_required_items.py                                                                                                    | Python             |         -6 |         -2 |         -5 |        -13 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v13_0\update_asset_quantity_field.py                                                                                                                | Python             |         -6 |          0 |         -3 |         -9 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v13_0\update_category_in_ltds_certificate.py                                                                                                        | Python             |        -11 |          0 |         -6 |        -17 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v13_0\update_dates_in_tax_withholding_category.py                                                                                                   | Python             |        -17 |         -2 |         -9 |        -28 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v13_0\update_deferred_settings.py                                                                                                                   | Python             |         -7 |         -2 |         -4 |        -13 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v13_0\update_docs_link.py                                                                                                                           | Python             |         -7 |         -2 |         -6 |        -15 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v13_0\update_exchange_rate_settings.py                                                                                                              | Python             |         -5 |          0 |         -4 |         -9 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v13_0\update_job_card_details.py                                                                                                                    | Python             |         -7 |         -7 |         -6 |        -20 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v13_0\update_job_card_status.py                                                                                                                     | Python             |        -12 |         -2 |         -4 |        -18 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v13_0\update_maintenance_schedule_field_in_visit.py                                                                                                 | Python             |        -12 |         -1 |         -6 |        -19 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v13_0\update_member_email_address.py                                                                                                                | Python             |        -10 |         -7 |         -8 |        -25 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v13_0\update_payment_terms_outstanding.py                                                                                                           | Python             |         -6 |         -8 |         -5 |        -19 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v13_0\update_pos_closing_entry_in_merge_log.py                                                                                                      | Python             |         -9 |        -14 |         -6 |        -29 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v13_0\update_project_template_tasks.py                                                                                                              | Python             |        -36 |         -3 |         -9 |        -48 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v13_0\update_recipient_email_digest.py                                                                                                              | Python             |        -18 |         -2 |         -5 |        -25 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v13_0\update_reserved_qty_closed_wo.py                                                                                                              | Python             |        -18 |          0 |         -7 |        -25 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v13_0\update_response_by_variance.py                                                                                                                | Python             |        -39 |         -6 |        -10 |        -55 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v13_0\update_returned_qty_in_pr_dn.py                                                                                                               | Python             |        -25 |         -7 |         -8 |        -40 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v13_0\update_sane_transfer_against.py                                                                                                               | Python             |         -6 |          0 |         -4 |        -10 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v13_0\update_shipment_status.py                                                                                                                     | Python             |         -7 |         -8 |         -5 |        -20 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v13_0\update_sla_enhancements.py                                                                                                                    | Python             |        -87 |        -12 |        -15 |       -114 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v13_0\update_subscription.py                                                                                                                        | Python             |        -19 |        -20 |         -9 |        -48 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v13_0\update_subscription_status_in_memberships.py                                                                                                  | Python             |         -9 |          0 |         -4 |        -13 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v13_0\update_tds_check_field.py                                                                                                                     | Python             |         -7 |         -4 |         -3 |        -14 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v13_0\update_timesheet_changes.py                                                                                                                   | Python             |        -19 |         -5 |         -6 |        -30 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v13_0\update_vehicle_no_reqd_condition.py                                                                                                           | Python             |         -8 |          0 |         -4 |        -12 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v13_0\wipe_serial_no_field_for_0_qty.py                                                                                                             | Python             |         -7 |         -1 |         -6 |        -14 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v14_0\add_default_for_repost_settings.py                                                                                                            | Python             |         -7 |         -3 |         -3 |        -13 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v14_0\change_autoname_for_tax_withheld_vouchers.py                                                                                                  | Python             |         -8 |         -2 |         -3 |        -13 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v14_0\change_is_subcontracted_fieldtype.py                                                                                                          | Python             |        -16 |         -2 |         -5 |        -23 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v14_0\cleanup_workspaces.py                                                                                                                         | Python             |         -6 |          0 |         -4 |        -10 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v14_0\clear_reconciliation_values_from_singles.py                                                                                                   | Python             |        -12 |         -3 |         -3 |        -18 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v14_0\copy_is_subcontracted_value_to_is_old_subcontracting_flow.py                                                                                  | Python             |         -5 |         -2 |         -4 |        -11 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v14_0\create_accounting_dimensions_for_asset_capitalization.py                                                                                      | Python             |        -22 |          0 |        -10 |        -32 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v14_0\create_accounting_dimensions_for_closing_balance.py                                                                                           | Python             |        -22 |          0 |        -10 |        -32 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v14_0\create_accounting_dimensions_for_payment_request.py                                                                                           | Python             |        -22 |          0 |        -10 |        -32 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v14_0\create_accounting_dimensions_in_reconciliation_tool.py                                                                                        | Python             |         -6 |          0 |         -3 |         -9 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v14_0\create_accounting_dimensions_in_sales_order_item.py                                                                                           | Python             |         -5 |          0 |         -3 |         -8 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v14_0\create_accounting_dimensions_in_subcontracting_doctypes.py                                                                                    | Python             |        -36 |          0 |        -10 |        -46 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v14_0\create_accounting_dimensions_in_supplier_quotation.py                                                                                         | Python             |         -6 |          0 |         -3 |         -9 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v14_0\create_incoterms_and_migrate_shipment.py                                                                                                      | Python             |        -25 |          0 |         -7 |        -32 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v14_0\crm_ux_cleanup.py                                                                                                                             | Python             |        -62 |        -16 |        -16 |        -94 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v14_0\delete_agriculture_doctypes.py                                                                                                                | Python             |        -16 |          0 |         -9 |        -25 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v14_0\delete_amazon_mws_doctype.py                                                                                                                  | Python             |         -3 |          0 |         -3 |         -6 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v14_0\delete_datev_doctypes.py                                                                                                                      | Python             |         -7 |         -2 |         -5 |        -14 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v14_0\delete_education_doctypes.py                                                                                                                  | Python             |        -48 |          0 |        -16 |        -64 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v14_0\delete_healthcare_doctypes.py                                                                                                                 | Python             |        -47 |          0 |        -15 |        -62 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v14_0\delete_hospitality_doctypes.py                                                                                                                | Python             |        -23 |          0 |        -10 |        -33 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v14_0\delete_hub_doctypes.py                                                                                                                        | Python             |         -6 |          0 |         -4 |        -10 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v14_0\delete_non_profit_doctypes.py                                                                                                                 | Python             |        -50 |          0 |        -14 |        -64 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v14_0\delete_shopify_doctypes.py                                                                                                                    | Python             |         -4 |          0 |         -3 |         -7 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v14_0\disable_add_row_in_gross_profit.py                                                                                                            | Python             |         -3 |          0 |         -3 |         -6 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v14_0\discount_accounting_separation.py                                                                                                             | Python             |         -9 |          0 |         -3 |        -12 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v14_0\enable_set_priority_for_pricing_rules.py                                                                                                      | Python             |         -8 |          0 |         -3 |        -11 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v14_0\fix_crm_no_of_employees.py                                                                                                                    | Python             |        -18 |         -4 |         -3 |        -25 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v14_0\fix_subcontracting_receipt_gl_entries.py                                                                                                      | Python             |        -22 |         -2 |         -7 |        -31 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v14_0\migrate_cost_center_allocations.py                                                                                                            | Python             |        -35 |          0 |        -15 |        -50 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v14_0\migrate_crm_settings.py                                                                                                                       | Python             |        -13 |          0 |         -4 |        -17 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v14_0\migrate_deferred_accounts_to_item_defaults.py                                                                                                 | Python             |        -31 |          0 |         -9 |        -40 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v14_0\migrate_delivery_stop_lock_field.py                                                                                                           | Python             |         -5 |          0 |         -3 |         -8 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v14_0\migrate_existing_lead_notes_as_per_the_new_format.py                                                                                          | Python             |        -16 |          0 |         -6 |        -22 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v14_0\migrate_gl_to_payment_ledger.py                                                                                                               | Python             |       -145 |        -13 |        -35 |       -193 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v14_0\rearrange_company_fields.py                                                                                                                   | Python             |        -64 |          0 |         -4 |        -68 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v14_0\remove_hr_and_payroll_modules.py                                                                                                              | Python             |        -77 |         -1 |        -15 |        -93 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v14_0\remove_india_localisation.py                                                                                                                  | Python             |        -61 |          0 |        -11 |        -72 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v14_0\rename_ongoing_status_in_sla_documents.py                                                                                                     | Python             |        -16 |          0 |         -6 |        -22 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v14_0\rename_over_order_allowance_field.py                                                                                                          | Python             |        -12 |          0 |         -4 |        -16 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v14_0\set_maintain_stock_for_bom_item.py                                                                                                            | Python             |         -6 |        -10 |         -4 |        -20 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v14_0\set_packed_qty_in_draft_delivery_notes.py                                                                                                     | Python             |        -49 |         -2 |        -10 |        -61 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v14_0\set_period_start_end_date_in_pcv.py                                                                                                           | Python             |         -4 |         -9 |         -5 |        -18 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v14_0\set_pick_list_status.py                                                                                                                       | Python             |        -32 |         -2 |         -7 |        -41 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v14_0\set_report_in_process_SOA.py                                                                                                                  | Python             |         -5 |         -2 |         -4 |        -11 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v14_0\set_update_price_list_based_on.py                                                                                                             | Python             |        -12 |          0 |         -3 |        -15 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v14_0\show_loan_management_deprecation_warning.py                                                                                                   | Python             |        -13 |          0 |         -4 |        -17 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v14_0\single_to_multi_dunning.py                                                                                                                    | Python             |        -51 |        -12 |        -18 |        -81 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v14_0\update_batch_valuation_flag.py                                                                                                                | Python             |         -4 |         -4 |         -4 |        -12 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v14_0\update_closing_balances.py                                                                                                                    | Python             |        -86 |         -8 |        -24 |       -118 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v14_0\update_company_in_ldc.py                                                                                                                      | Python             |         -7 |         -2 |         -6 |        -15 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v14_0\update_currency_exchange_settings_for_frankfurter.py                                                                                          | Python             |        -14 |          0 |         -7 |        -21 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v14_0\update_entry_type_for_journal_entry.py                                                                                                        | Python             |        -12 |         -3 |         -4 |        -19 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v14_0\update_flag_for_return_invoices.py                                                                                                            | Python             |        -54 |         -6 |        -11 |        -71 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v14_0\update_full_name_in_contract.py                                                                                                               | Python             |        -13 |          0 |         -3 |        -16 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v14_0\update_invoicing_period_in_subscription.py                                                                                                    | Python             |         -6 |          0 |         -3 |         -9 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v14_0\update_opportunity_currency_fields.py                                                                                                         | Python             |        -41 |         -1 |         -8 |        -50 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v14_0\update_pos_return_ledger_entries.py                                                                                                           | Python             |       -105 |         -2 |        -21 |       -128 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v14_0\update_posting_datetime.py                                                                                                                    | Python             |         -4 |         -4 |         -3 |        -11 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v14_0\update_posting_datetime_and_dropped_indexes.py                                                                                                | Python             |         -9 |         -4 |         -7 |        -20 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v14_0\update_proprietorship_to_individual.py                                                                                                        | Python             |         -5 |          0 |         -3 |         -8 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v14_0\update_reference_due_date_in_journal_entry.py                                                                                                 | Python             |         -5 |         -5 |         -3 |        -13 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v14_0\update_reference_type_in_journal_entry_accounts.py                                                                                            | Python             |        -16 |         -3 |         -4 |        -23 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v14_0\update_reports_with_range.py                                                                                                                  | Python             |        -27 |          0 |        -13 |        -40 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v14_0\update_stock_uom_in_work_order_item.py                                                                                                        | Python             |         -4 |         -9 |         -3 |        -16 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v14_0\update_subscription_details.py                                                                                                                | Python             |        -14 |          0 |         -5 |        -19 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v14_0\update_total_asset_cost_field.py                                                                                                              | Python             |        -13 |          0 |         -5 |        -18 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v14_0\update_zero_asset_quantity_field.py                                                                                                           | Python             |         -4 |          0 |         -3 |         -7 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v15_0\add_bank_transaction_as_journal_entry_reference.py                                                                                            | Python             |        -25 |         -2 |         -7 |        -34 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v15_0\add_company_payment_gateway_account.py                                                                                                        | Python             |         -5 |          0 |         -3 |         -8 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v15_0\add_default_operations.py                                                                                                                     | Python             |         -3 |          0 |         -3 |         -6 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v15_0\add_disassembly_order_stock_entry_type.py                                                                                                     | Python             |        -11 |          0 |         -3 |        -14 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v15_0\allow_on_submit_dimensions_for_repostable_doctypes.py                                                                                         | Python             |        -11 |          0 |         -4 |        -15 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v15_0\correct_asset_value_if_je_with_workflow.py                                                                                                    | Python             |        -98 |          0 |        -18 |       -116 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v15_0\create_accounting_dimensions_in_advance_taxes_and_charges.py                                                                                  | Python             |         -5 |          0 |         -3 |         -8 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v15_0\create_accounting_dimensions_in_payment_request.py                                                                                            | Python             |         -5 |          0 |         -3 |         -8 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v15_0\create_advance_payment_ledger_records.py                                                                                                      | Python             |       -105 |         -4 |        -23 |       -132 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v15_0\create_advance_payment_status.py                                                                                                              | Python             |        -36 |         -4 |        -11 |        -51 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v15_0\create_asset_depreciation_schedules_from_assets.py                                                                                            | Python             |        -89 |          0 |        -21 |       -110 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v15_0\delete_ecommerce_doctypes.py                                                                                                                  | Python             |        -24 |          0 |         -7 |        -31 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\patches\v15_0\delete_orphaned_asset_movement_item_records.py                                                                                                | Python             |         -4 |         -5 |         -3 |        -12 |
